MORPH	POS	pred_TAG
미국	NNP	B-ORG
)	SS	O
가	JKS	O
_	_	O
단독	NNG	O
_	_	O
3	SN	B-NOH
위	NNB	I-NOH
(	SS	O
1	SN	B-NOH
언더파	NNG	I-NOH
_	_	O
212	SN	B-NOH
타	NNG	I-NOH
)	SS	O
,	SP	O
_	_	O
2006	SN	B-DAT
년	NNB	I-NOH
_	_	O
'	SS	O
US	SL	B-POH
오픈	NNG	I-POH
_	_	O
챔프	NNG	O
'	SS	O
_	_	O
제프	NNP	B-PER
_	_	I-PER
오길비	NNP	I-PER
(	SS	O
호주	NNP	B-ORG
)	SS	O
는	JX	O
_	_	O
D	SL	O
.	SF	O
J	SL	O
.	SF	O
_	_	O
트	VV	O
아	EC	O
하+ㄴ	VV+ETM	O
(	SS	O
미국	NNP	B-ORG
)	SS	O
과	JKB	O
_	_	O
함께	MAG	O
_	_	O
공동	NNG	O
_	_	O
4	SN	B-NOH
위	NNB	I-NOH
(	SS	O
1	SN	B-NOH
오버	NNG	I-NOH
파	NNG	O
_	_	O
214	SN	B-NOH
타	NNG	I-NOH
)	SS	O
에	JKB	O
_	_	O
오르	VV	O
았	EP	O
다	EC	O
_	_	O
.	SF	O
		
가장	MAG	O
_	_	O
크+ㄴ	VA+ETM	O
_	_	O
관심	NNG	O
은	JX	O
_	_	O
과연	MAG	O
_	_	O
1	SN	B-NOH
라운드	NNG	I-NOH
_	_	O
1	SN	B-NOH
순위	NNG	I-NOH
_	_	O
지명권	NNG	O
을	JKO	O
_	_	O
가지+ㄴ	VV+ETM	O
_	_	O
KEPCO	SL	O
45	SN	B-NOH
가	JKS	O
_	_	O
현재	MAG	O
_	_	O
독일	NNP	B-ORG
에서	JKB	O
_	_	O
활약	NNG	O
_	_	O
중	NNB	O
이+ㄴ	VCP+ETM	O
_	_	O
문성민	NNP	B-PER
을	JKO	O
_	_	O
지명	NNG	O
하+ㄹ	XSV+ETM	O
_	_	O
것	NNB	O
이+ㄴ가	VCP+EC	O
_	_	O
하	VV	O
는	ETM	O
_	_	O
부분	NNG	O
이	VCP	O
다	EC	O
_	_	O
.	SF	O
		
신승현	NNP	B-PER
은	JX	O
_	_	O
SS	O	O
어제	MAG	O
_	_	O
경기	NNG	O
를	JKO	O
_	_	O
앞두	VV	O
고	EC	O
_	_	O
현기증	NNG	O
이	JKS	O
_	_	O
나	VV	O
는	ETM	O
_	_	O
등	NNB	O
_	_	O
컨디션	NNG	O
이	JKS	O
_	_	O
좋	VA	O
지	EC	O
_	_	O
못하	VX	O
였	EP	O
다	EF	O
.	SF	O
_	_	O
박경완	NNP	B-PER
_	_	O
선배	NNG	O
가	JKS	O
_	_	O
리드	NNG	O
를	JKO	O
_	_	O
잘	MAG	O
_	_	O
하+여	VV+EC	O
주+ㄴ	VX+ETM	O
_	_	O
덕분	NNG	O
에	JKB	O
_	_	O
완봉승	NNG	O
을	JKO	O
_	_	O
거두+ㄹ	VV+ETM	O
_	_	O
수	NNB	O
_	_	O
있	VA	O
었	EP	O
다	EF	O
.	SF	O
_	_	O
시즌	NNG	O
_	_	O
초반	NNG	O
보다	JKB	O
_	_	O
오히려	MAG	O
_	_	O
체력	NNG	O
이	JKS	O
_	_	O
좋	VA	O
아	EC	O
지+ㄴ	VX+ETM	O
_	_	O
것	NNB	O
_	_	O
같	VA	O
다	EF	O
SS	O	O
고	JKQ	O
_	_	O
말+하	NNG+XSV	O
였	EP	O
다	EF	O
.	SF	O
		
'	SS	O
지성아	NNP	B-PER
_	_	O
축구화	NNG	O
라도	JX	O
_	_	O
집어던지+어	VV+EC	O
야	NNG	O
하+여	XSA+EF	O
!	SF	O
'	SS	O
		
강	NNP	B-PER
_	_	O
감독	NNG	O
은	JX	O
_	_	O
29	SN	B-DAT
일	NNB	I-DAT
_	_	O
오후	NNG	O
_	_	O
10	SN	B-NOH
시	NNB	I-NOH
_	_	O
SS	O	O
최민식	NNP	B-PER
씨	NNB	O
와	JC	O
_	_	O
송강호	NNP	B-PER
씨	NNB	O
에게	JKB	O
SS+VCP	O	O
라는	ETM	O
_	_	O
제목	NNG	O
의	JKG	O
_	_	O
e	SL	O
-	SO	O
메일	NNG	O
을	JKO	O
_	_	O
언론사	NNG	O
에	JKB	O
_	_	O
보내+었	VV+EP	O
다	EF	O
.	SF	O
		
1988	SN	B-DAT
년	NNB	I-DAT
_	_	O
서울	NNP	B-ORG
_	_	O
올리픽때	NNG	O
는	JX	O
_	_	O
마라토너	NNG	O
_	_	O
김원탁	NNP	B-PER
과	JKB	O
_	_	O
함께	MAG	O
_	_	O
섬	NNG	O
마을	NNG	O
_	_	O
교사	NNG	O
_	_	O
정선만	NNP	B-PER
씨	NNB	O
와	JC	O
_	_	O
무용수	NNG	O
_	_	O
손미정	NNP	B-PER
씨	NNB	O
가	JKS	O
_	_	O
함께	MAG	O
_	_	O
최종	NNG	O
_	_	O
점	NNG	O
화자	NNG	O
로	JKB	O
_	_	O
등장+하	NNG+XSV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
이탈리아	NNP	B-ORG
_	_	O
.	SF	O
		
문용관	NNP	B-PER
_	_	O
감독	NNG	O
이	JKS	O
_	_	O
말	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
현대캐피탈	NNP	B-ORG
의	JKG	O
_	_	O
'	SS	O
쇼	NNG	O
'	SS	O
는	JX	O
_	_	O
외국인	NNG	O
_	_	O
선수	NNG	O
_	_	O
로드리고	NNP	B-PER
를	JKO	O
_	_	O
가리키+ㄴ다	VV+EC	O
_	_	O
．	SF	O
		
최근	NNG	O
_	_	O
연예인	NNG	O
_	_	O
짝짓기	NNG	O
_	_	O
프로그램	NNG	O
에	JKB	O
_	_	O
출연+하	NNG+XSV	O
였	EP	O
던	ETM	O
_	_	O
서인영	NNP	B-PER
은	JX	O
_	_	O
SS	O	O
남자	NNG	O
_	_	O
출연진	NNG	O
의	JKG	O
_	_	O
프로포즈	NNG	O
를	JKO	O
_	_	O
받	VV	O
기	ETN	O
_	_	O
위하+여	VV+EC	O
_	_	O
단상	NNG	O
에	JKB	O
_	_	O
서+어	VV+EC	O
_	_	O
있	VX	O
는데	EC	O
_	_	O
아무	NP	O
도	JX	O
_	_	O
안	MAG	O
_	_	O
오	VV	O
는	ETM	O
것+이	NNB+VCP	O
에요	EF	O
.	SF	O
_	_	O
정말	MAG	O
_	_	O
쥐구멍	NNG	O
으로	JKB	O
_	_	O
들어가	VV	O
고	EC	O
_	_	O
싶	VX	O
었	EP	O
어요	EF	O
.	SF	O
_	_	O
은근히	MAG	O
_	_	O
자존심	NNG	O
이	JKS	O
_	_	O
상	NNG	O
하	XSV	O
더라구	EC	O
요	JX	O
.	SF	O
_	_	O
프로그램	NNG	O
_	_	O
끝나+ㄹ	VV+ETM	O
_	_	O
때	NNG	O
까지	JX	O
_	_	O
어찌나	MAG	O
_	_	O
심란	NNG	O
하	XSA	O
던지요	EF	O
SS	O	O
라며	EC	O
_	_	O
곤혹스럽	VA	O
었	EP	O
던	ETM	O
_	_	O
순간	NNG	O
도	JX	O
_	_	O
스스럼없이	MAG	O
_	_	O
털어놓	VV	O
았	EP	O
다	EF	O
.	SF	O
_	_	O
또	MAG	O
_	_	O
SS	O	O
밥	NNG	O
_	_	O
제때	NNG	O
_	_	O
안	MAG	O
_	_	O
먹	VV	O
으면	EC	O
_	_	O
짜증	NNG	O
내	VV	O
고	EC	O
,	SP	O
_	_	O
일	NNG	O
_	_	O
하	VV	O
다	EC	O
_	_	O
고민	NNG	O
이	JKS	O
_	_	O
생기+어도	VV+EC	O
_	_	O
머리	NNG	O
가	JKS	O
_	_	O
터지+ㄹ	VV+ETM	O
_	_	O
것	NNB	O
_	_	O
같	VA	O
아	EC	O
_	_	O
깊이	MAG	O
_	_	O
생각	NNG	O
하	XSV	O
지	EC	O
_	_	O
않	VX	O
아요	EF	O
SS	O	O
라고	JKQ	O
_	_	O
덧붙이+ㄴ다	VV+EF	O
.	SF	O
		
국내	NNG	O
_	_	O
영화	NNG	O
팬	NNG	O
들	XSN	O
에게	JKB	O
_	_	O
`	SW	O
알렉산더	NNP	O
'	SS	O
로	JKB	O
_	_	O
잘	MAG	O
_	_	O
알려지+ㄴ	VV+ETM	O
_	_	O
콜린	NNP	B-PER
_	_	O
파렐	NNP	B-PER
(	SS	O
29	SN	B-NOH
)	SS	O
이	JKS	O
_	_	O
옛	MM	O
_	_	O
여자	NNG	O
_	_	O
친구	NNG	O
와	JKB	O
_	_	O
찍	VV	O
었	EP	O
던	ETM	O
_	_	O
섹스	NNG	O
비디오	NNG	O
의	JKG	O
_	_	O
유출	NNG	O
을	JKO	O
_	_	O
막	VV	O
기	ETN	O
_	_	O
위하+여	VV+EC	O
_	_	O
곤욕	NNG	O
을	JKO	O
_	_	O
치르	VV	O
고	EC	O
_	_	O
있	VX	O
다	EF	O
.	SF	O
		
그러나	MAJ	O
_	_	O
실전	NNG	O
에서	JKB	O
_	_	O
로이스터	NNP	B-PER
_	_	O
감독	NNG	O
은	JX	O
_	_	O
다양하+ㄴ	VA+ETM	O
_	_	O
작전	NNG	O
으로	JKB	O
_	_	O
자율	NNG	O
야구	NNG	O
와	JKB	O
의	JKG	O
_	_	O
조합	NNG	O
을	JKO	O
_	_	O
시도+하	NNG+XSV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
그	NP	O
밖에	JX	O
도	JX	O
_	_	O
빅	NNG	O
리그	NNG	O
_	_	O
2	SN	B-NOH
년	NNB	I-NOH
째	XSN	O
를	JKO	O
_	_	O
맞	VV	O
는	ETM	O
_	_	O
마쓰자카	NNP	B-PER
_	_	O
다이스케	NNP	B-PER
는	JX	O
_	_	O
일본	NNP	B-ORG
에서	JKB	O
_	_	O
가지+ㄴ	VV+ETM	O
_	_	O
첫	MM	O
_	_	O
등판	NNG	O
에서	JKB	O
_	_	O
승리	NNG	O
를	JKO	O
_	_	O
따+아	VV+EC	O
내	VX	O
지	EC	O
_	_	O
못하	VX	O
였	EP	O
지만	EC	O
_	_	O
미국	NNP	B-ORG
으로	JKB	O
_	_	O
돌아오+ㄴ	VV+ETM	O
_	_	O
뒤	NNG	O
_	_	O
지나+ㄴ	VV+ETM	O
_	_	O
2	SN	B-DAT
일	NNB	I-DAT
_	_	O
오클랜드	NNP	B-ORG
전	XSN	O
에서	JKB	O
_	_	O
7	SN	B-NOH
이닝	NNG	I-NOH
_	_	O
2	SN	B-NOH
피	XPN	I-NOH
안타	NNG	O
_	_	O
1	SN	B-NOH
실점	NNG	I-NOH
_	_	O
9	SN	B-NOH
탈	XPN	I-NOH
삼진	NNG	O
으로	JKB	O
_	_	O
시즌	NNG	O
_	_	O
첫	MM	O
_	_	O
승	NNG	O
을	JKO	O
_	_	O
따+아	VV+EC	O
내	VX	O
는	ETM	O
_	_	O
등	NNB	O
_	_	O
'	SS	O
Dice	SL	B-POH
-	SO	I-POH
K	SL	O
_	_	O
돌풍	NNG	O
'	SS	O
을	JKO	O
_	_	O
예고+하	NNG+XSV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
[	SS	B-ORG
NBA	SL	B-ORG
]	SS	O
_	_	O
레이커스	NNP	B-ORG
_	_	O
앤드류	NNP	O
_	_	O
바이	NNG	O
넘	VV	O
_	_	O
4	SN	B-NOH
개월	NNB	I-NOH
만	NNB	O
에	JKB	O
_	_	O
결국	NNG	O
_	_	O
수술	NNG	O
_	_	O
外	SH	O
		
한편	NNG	O
,	SP	O
_	_	O
'	SS	O
함께하	VV	O
는	ETM	O
_	_	O
사람	NNG	O
들	XSN	O
'	SS	O
은	JX	O
_	_	O
오	VV	O
는	ETM	O
_	_	O
17	SN	B-DAT
일	NNB	I-DAT
에	JKB	O
도	JX	O
_	_	O
올림픽	NNG	O
컨벤션	NNG	O
_	_	O
센터	NNG	O
에서	JKB	O
_	_	O
불우	NNG	O
이웃	NNG	O
_	_	O
돕	VV	O
기	ETN	O
_	_	O
일일	NNG	O
호프	NNG	O
_	_	O
행사	NNG	O
를	JKO	O
_	_	O
개최	NNG	O
하+ㄹ	XSV+ETM	O
_	_	O
예정	NNG	O
이	VCP	O
다	EC	O
_	_	O
.	SF	O
		
딜론	NNP	B-PER
터+이	NNB+VCP	O
_	_	O
웨스트	NNP	B-PER
는	JX	O
_	_	O
10	SN	B-NOH
점	NNB	I-NOH
을	JKO	O
_	_	O
기록	NNG	O
하+여	XSV+EC	O
_	_	O
제임스	NNP	B-PER
를	JKO	O
_	_	O
돕	VV	O
았	EP	O
다	EC	O
_	_	O
.	SF	O
		
'	SS	O
슈렉	NNP	B-ORG
'	SS	O
류	XSN	O
와	JKB	O
도	JX	O
_	_	O
다르	VA	O
고	EC	O
_	_	O
디즈니	NNP	B-ORG
_	_	O
애니메이션	NNG	O
도	JX	O
_	_	O
아니+ㄴ	VCN+ETM	O
_	_	O
이	MM	O
_	_	O
영국	NNP	B-ORG
_	_	O
애니메이션	NNG	O
은	JX	O
_	_	O
관객	NNG	O
들	XSN	O
에게	JKB	O
_	_	O
다소	MAG	O
_	_	O
낯설+ㄹ	VA+ETM	O
_	_	O
수	NNB	O
는	JX	O
_	_	O
있	VA	O
지만	EC	O
_	_	O
반면	NNG	O
_	_	O
미국	NNP	B-ORG
산	XSN	O
_	_	O
애니메이션	NNG	O
과	JKB	O
는	JX	O
_	_	O
색다르+ㄴ	VA+ETM	O
_	_	O
재미	NNG	O
를	JKO	O
_	_	O
가지	VV	O
고	EC	O
_	_	O
있	VX	O
다	EF	O
.	SF	O
		
또	MAG	O
_	_	O
시즌	NNG	O
_	_	O
56	SN	B-NOH
타점	NNG	I-NOH
을	JKO	O
_	_	O
기록	NNG	O
,	SP	O
_	_	O
프랑코	NNP	B-PER
와	JKB	O
_	_	O
함께	MAG	O
_	_	O
팀	NNG	O
내	NNB	O
_	_	O
공동	NNG	O
_	_	O
3	SN	B-NOH
위	NNB	I-NOH
를	JKO	O
_	_	O
마크+하	NNG+XSV	O
였	EP	O
다	EF	O
.	SF	O
		
한나라당	NNP	B-PER
_	_	O
박근혜	NNP	B-PER
(	SS	O
朴槿惠	SH	O
)	SS	O
_	_	O
대표	NNG	O
는	JX	O
_	_	O
10	SN	B-DAT
일	NNB	I-DAT
_	_	O
자신	NNG	O
의	JKG	O
_	_	O
인터넷	NNG	O
_	_	O
미니	NNG	O
홈페이지	NNG	O
_	_	O
누적	NNG	O
_	_	O
접속자	NNG	O
수	NNG	O
_	_	O
300	SN	B-NOH
만	NR	I-NOH
명	NNB	I-NOH
_	_	O
돌파	NNG	O
를	JKO	O
_	_	O
기념	NNG	O
,	SP	O
_	_	O
네티즌	NNG	O
과	JKB	O
_	_	O
함께	MAG	O
_	_	O
자원	NNG	O
봉사	NNG	O
활동	NNG	O
을	JKO	O
_	_	O
하	VV	O
고	EC	O
_	_	O
상암동	NNP	B-LOC
_	_	O
월드컵	NNG	O
_	_	O
경기장	NNG	O
에서	JKB	O
_	_	O
축구	NNG	O
를	JKO	O
_	_	O
관람	NNG	O
하	XSV	O
는	ETM	O
_	_	O
등	NNB	O
_	_	O
다양하+ㄴ	VA+ETM	O
_	_	O
행사	NNG	O
를	JKO	O
_	_	O
가지	VV	O
었	EP	O
다	EF	O
.	SF	O
		
캐치온	NNP	B-PER
,	SP	O
_	_	O
스릴러	NNG	O
_	_	O
영화	NNG	O
_	_	O
특집	NNG	O
_	_	O
편성	NNG	O
		
가뜩이나	MAG	O
_	_	O
좋	VA	O
은	ETM	O
_	_	O
선수	NNG	O
_	_	O
많	VA	O
은데	EC	O
_	_	O
올	NNG	O
시즌	NNG	O
에	JKB	O
_	_	O
대비	NNG	O
하+여	XSV+EC	O
_	_	O
선발	NNG	O
_	_	O
그레이	NNP	O
싱어	NNG	O
_	_	O
.	SF	O
		
SS	O	O
한	MM	O
_	_	O
달	NNB	O
쯤	XSN	O
_	_	O
뒤	NNG	O
에	JKB	O
_	_	O
마운드	NNG	O
에	JKB	O
_	_	O
오르+ㄹ	VV+ETM	O
_	_	O
수	NNB	O
_	_	O
있	VA	O
을	ETM	O
_	_	O
것	NNB	O
_	_	O
같	VA	O
다	EF	O
.	SF	O
SS	O	O
		
8	SN	B-NOH
회	NNB	I-NOH
에	JKB	O
는	JX	O
_	_	O
대타	NNG	O
_	_	O
호리	NNG	O
_	_	O
고이치로	NNP	O
_	_	O
교체+되	NNG+XSV	O
었	EP	O
다	EF	O
.	SF	O
		
’	SS	O
_	_	O
한국	NNP	B-ORG
_	_	O
선수	NNG	O
_	_	O
5	SN	B-NOH
명	NNB	I-NOH
이	JKS	O
_	_	O
미국	NNP	B-POH
여자	NNG	I-POH
프로	NNG	I-POH
골프	NNG	I-POH
(	SS	O
LPGA	SL	O
)	SS	O
투어	NNG	O
_	_	O
웨그먼스	NNP	B-ORG
_	_	O
LPGA	SL	O
(	SS	O
총	XPN	O
상금	NNG	O
_	_	O
200	SN	B-NOH
만	NR	I-NOH
달러	NNB	I-NOH
)	SS	O
에서	JKB	O
_	_	O
선두	NNG	O
그룹	NNG	O
을	JKO	O
_	_	O
형성	NNG	O
하	XSV	O
며	EC	O
_	_	O
시즌	NNG	O
_	_	O
두	MM	O
번째	NNB	O
_	_	O
우승	NNG	O
을	JKO	O
_	_	O
향	NNG	O
하+여	XSV+EC	O
_	_	O
힘차	VA	O
게	EC	O
_	_	O
출발+하	NNG+XSV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
SS	O	O
산에형	NNG	B-PER
과	JC	O
_	_	O
김	NNP	B-PER
C	SL	O
,	SP	O
_	_	O
저	MM	O
_	_	O
모두	MAG	O
_	_	O
무겁	VA	O
게	EC	O
_	_	O
살아오+ㄴ	VV+ETM	O
_	_	O
사람	NNG	O
들	XSN	O
이	VCP	O
었	EP	O
는데	EC	O
_	_	O
지난해	NNG	O
_	_	O
제동	NNG	O
이	NP	O
와	JKB	O
_	_	O
함께	MAG	O
_	_	O
하	VV	O
면서	EC	O
_	_	O
진지	NNG	O
하	XSA	O
지	EC	O
만	JX	O
은	JX	O
_	_	O
않	VX	O
은	ETM	O
,	SP	O
_	_	O
매우	MAG	O
_	_	O
즐겁	VA	O
ㄴ	ETM	O
_	_	O
공연	NNG	O
을	JKO	O
_	_	O
였	EP	O
어요	EF	O
.	SF	O
_	_	O
올해	NNG	O
는	JX	O
_	_	O
누구	NP	O
가	JKS	O
_	_	O
우리	NP	O
를	JKO	O
_	_	O
즐겁	VA	O
게	EC	O
_	_	O
하+여	VV+EC	O
주+ㄹ	VX+ETM	O
_	_	O
수	NNB	O
_	_	O
있	VA	O
을까	EC	O
_	_	O
생각	NNG	O
하	XSV	O
다가	EC	O
_	_	O
노홍철	NNP	B-PER
씨	NNB	O
를	JKO	O
_	_	O
떠올리	VV	O
었	EP	O
지요	EF	O
.	SF	O
SS	O	O
(	SS	O
윤도현	NNP	B-PER
)	SS	O
		
라이브	NNG	B-POH
클럽	NNG	I-POH
페스트	NNG	O
,	SP	O
_	_	O
럭스	NNG	B-PER
ㆍ	SP	O
스컹크	NNG	O
헬	NNG	O
_	_	O
공연	NNG	O
_	_	O
취소	NNG	O
		
스텔	NNP	B-PER
리안	NNP	B-PER
_	_	O
모	NP	O
쿠	NNP	B-PER
레스	NNP	B-PER
쿠	NNP	O
_	_	O
감독	NNG	O
은	JX	O
_	_	O
문성민	NNP	B-PER
을	JKO	O
_	_	O
개막	NNG	O
전	XSN	O
에	JKB	O
_	_	O
무리	NNG	O
하	XSV	O
게	EC	O
_	_	O
출전시키	VV	O
지	EC	O
_	_	O
않	VX	O
겠	EP	O
다고	EC	O
_	_	O
밝히+ㄴ	VV+ETM	O
_	_	O
바	NNB	O
_	_	O
있	VA	O
다	EC	O
_	_	O
.	SF	O
		
전남	NNP	B-ORG
은	JX	O
_	_	O
우승	NNG	O
_	_	O
후보	NNG	O
_	_	O
성남	NNP	B-ORG
과	JC	O
_	_	O
원정	NNG	O
_	_	O
경기	NNG	O
를	JKO	O
_	_	O
펼치+어야	VV+EC	O
_	_	O
하+ㄴ다는	VX+ETM	O
_	_	O
부담	NNG	O
을	JKO	O
_	_	O
안	VV	O
고	EC	O
_	_	O
있	VX	O
고	EC	O
,	SP	O
_	_	O
포항	NNP	B-ORG
도	JX	O
_	_	O
시즌	NNG	O
_	_	O
첫	MM	O
_	_	O
승리	NNG	O
를	JKO	O
_	_	O
거두+ㄴ	VV+ETM	O
_	_	O
전북	NNP	B-ORG
과	JKB	O
_	_	O
일전	NNG	O
을	JKO	O
_	_	O
치르	VV	O
어야	EC	O
_	_	O
하+ㄴ다	VX+EC	O
_	_	O
.	SF	O
		
브라운	NNP	B-PER
은	JX	O
_	_	O
정확히	MAG	O
_	_	O
공	NNG	O
을	JKO	O
_	_	O
걷	VV	O
어	EC	O
내+었	VX+EP	O
지만	EC	O
_	_	O
주심	NNG	O
은	JX	O
_	_	O
페널티킥	NNG	O
을	JKO	O
_	_	O
선언+하	NNG+XSV	O
였	EP	O
다	EF	O
SS	O	O
는	ETM	O
_	_	O
말	NNG	O
로	JKB	O
_	_	O
주심	NNG	O
의	JKG	O
_	_	O
판정	NNG	O
에	JKB	O
_	_	O
대	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
불만	NNG	O
도	JX	O
_	_	O
덧붙이	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
하지만	MAJ	O
_	_	O
문성민	NNP	B-PER
의	JKG	O
_	_	O
공격	NNG	O
과	JKB	O
_	_	O
상대	NNG	O
_	_	O
속공	NNG	O
_	_	O
범실	NNG	O
이	JKS	O
_	_	O
이어지	VV	O
면서	EC	O
_	_	O
한국	NNP	B-ORG
은	JX	O
_	_	O
극적	NNG	O
으로	JKB	O
_	_	O
16	SN	B-NOH
-	SO	I-NOH
16	SN	I-NOH
까지	JX	O
_	_	O
따라붙	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
이어	MAG	O
_	_	O
정선민	NNP	B-PER
의	JKG	O
_	_	O
2	SN	B-NOH
_	_	O
연속	NNG	O
_	_	O
중거리	NNG	O
슛	NNG	O
이	JKS	O
_	_	O
터지+어	VV+EC	O
_	_	O
점수	NNG	O
차	NNG	O
를	JKO	O
_	_	O
벌리	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
송추	NNP	B-PER
(	SS	O
사진	NNG	O
)	SS	O
가	JKS	O
_	_	O
6000	SN	B-NOH
만	NR	I-NOH
원	NNB	I-NOH
이나	JX	O
_	_	O
떨어지	VV	O
는	ETM	O
_	_	O
등	NNB	O
_	_	O
가격대	NNG	O
를	JKO	O
_	_	O
막론	NNG	O
하	XSV	O
고	EC	O
_	_	O
일제히	MAG	O
_	_	O
급락세+이	NNG+VCP	O
다	EC	O
_	_	O
.	SF	O
		
배유나	NNP	B-PER
가	JKS	O
_	_	O
지난해	NNG	O
_	_	O
11	SN	B-DAT
월	NNB	I-DAT
_	_	O
일본	NNP	B-LOC
에서	JKB	O
_	_	O
열리+ㄴ	VV+ETM	O
_	_	O
월드컵	NNG	O
에서	JKB	O
_	_	O
남기+ㄴ	VV+ETM	O
_	_	O
인상	NNG	O
은	JX	O
_	_	O
그만큼	MAG	O
_	_	O
었	EP	O
다	EC	O
_	_	O
．	SF	O
		
한때	NNG	O
_	_	O
한국	NNP	B-ORG
야구	NNG	O
를	JKO	O
_	_	O
주름	NNG	O
_	_	O
잡	VV	O
았	EP	O
던	ETM	O
_	_	O
38	SN	B-NOH
세	NNB	I-NOH
_	_	O
노장	NNG	O
의	JKG	O
_	_	O
허슬플레이	NNG	O
에	JKB	O
_	_	O
분위기	NNG	O
는	JX	O
_	_	O
일순간	NNG	O
_	_	O
KIA	SL	O
쪽	NNB	O
으로	JKB	O
_	_	O
넘어가+았	VV+EP	O
다	EC	O
_	_	O
.	SF	O
		
당시	NNG	O
_	_	O
유럽	NNP	B-ORG
의	JKG	O
_	_	O
파워풀	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
센터	NNG	O
들	XSN	O
에게	JKB	O
_	_	O
힘	NNG	O
은	JX	O
_	_	O
달리	VV	O
었	EP	O
지만	EC	O
_	_	O
유연성	NNG	O
과	JC	O
_	_	O
크+ㄴ	VA+ETM	O
_	_	O
키	NNG	O
(	SS	O
223	SN	B-NOH
㎝	SW	I-NOH
)	SS	O
에서	JKB	O
_	_	O
나오	VV	O
는	ETM	O
_	_	O
무한	NNG	O
하+ㄴ	XSA+ETM	O
_	_	O
가능성	NNG	O
을	JKO	O
_	_	O
높이	VV	O
_	_	O
평가	NNG	O
받	VV	O
았	EP	O
다	EC	O
_	_	O
.	SF	O
		
23	SN	B-DAT
일	NNB	I-DAT
_	_	O
독립	NNG	O
영화	NNG	O
_	_	O
제작	NNG	O
ㆍ	SP	O
배급	NNG	O
사	XSN	O
_	_	O
인디	NNG	O
스토리	NNG	O
에	JKB	O
_	_	O
따르	VV	O
면	EC	O
_	_	O
두	MM	O
_	_	O
작품	NNG	O
은	JX	O
_	_	O
올해	NNG	O
_	_	O
12	SN	B-NOH
회	NNB	I-NOH
째	XSN	O
를	JKO	O
_	_	O
맞	VV	O
는	ETM	O
_	_	O
이	MM	O
_	_	O
영화	NNG	O
제의	NNG	O
_	_	O
경쟁	NNG	O
부문	NNG	O
에	JKB	O
_	_	O
초청+되	NNG+XSV	O
었	EP	O
다	EF	O
.	SF	O
		
신지애	NNP	B-PER
의	JKG	O
_	_	O
독주	NNG	O
에	JKB	O
_	_	O
제동	NNG	O
을	JKO	O
_	_	O
걸+ㄹ	VV+ETM	O
_	_	O
경쟁자	NNG	O
들	XSN	O
은	JX	O
_	_	O
올	NNG	O
시즌	NNG	O
_	_	O
1	SN	B-NOH
승	NNB	I-NOH
씩	XSN	O
을	JKO	O
_	_	O
기록	NNG	O
중	NNB	O
이+ㄴ	VCP+ETM	O
_	_	O
5	SN	B-NOH
명	NNB	I-NOH
의	JKG	O
_	_	O
선수	NNG	O
들	XSN	O
과	JKB	O
_	_	O
지난해	NNG	O
_	_	O
3	SN	B-NOH
승	NNB	I-NOH
을	JKO	O
_	_	O
거두+ㄴ	VV+ETM	O
_	_	O
안선주	NNP	B-PER
(	SS	O
21	SN	O
_	_	O
·	SP	O
_	_	O
하이마트	NNP	B-ORG
)	SS	O
와	JC	O
_	_	O
지난주	NNG	O
_	_	O
두산	NNP	B-POH
매치	NNG	I-POH
플레이	NNG	O
챔피언십	NNG	O
에서	JKB	O
_	_	O
준우승	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
최혜용	NNP	B-PER
(	SS	O
18	SN	B-NOH
_	_	O
·	SP	O
_	_	O
LIG	SL	O
)	SS	O
이	VCP	O
다	EC	O
_	_	O
.	SF	O
		
총	MM	O
_	_	O
278	SN	B-NOH
만	NR	I-NOH
_	_	O
3197	SN	O
명	NNB	O
_	_	O
참여	NNG	O
_	_	O
올	NNG	O
_	_	O
시즌	NNG	O
_	_	O
배구	NNG	O
토토	NNP	O
_	_	O
게임	NNG	O
은	JX	O
_	_	O
매치	NNG	O
_	_	O
게임	NNG	O
과	JC	O
_	_	O
세트스코어	NNG	O
_	_	O
게임	NNG	O
을	JKO	O
_	_	O
통틀어	MAG	O
_	_	O
총	XPN	O
_	_	O
90	SN	B-NOH
차례	NNG	I-NOH
_	_	O
시행	NNG	O
되+어	XSV+EC	O
_	_	O
모두	MAG	O
_	_	O
278	SN	B-NOH
만	NR	I-NOH
_	_	O
3197	SN	I-NOH
명	NNB	I-NOH
이	JKS	O
_	_	O
참여	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
것	NNB	O
으로	JKB	O
_	_	O
집계+되	NNG+XSV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
썩	MAG	O
_	_	O
나쁘	VA	O
지	EC	O
